x,y,id,location_code,location,gene,gene_ensembl_id,cell_line,nRoi,Avg_Intens,Avg_Area,Avg_Std,Avg_Mode,Avg_Feret,Avg_Median,Avg_Skewness,Avg_Kurtosis
5.35756,-0.539876,62805_1586_A3_2,23,Mitochondria,CARD16,ENSG00000204397,SiHa , 9 , 17.004 , 6943.6667 , 15.7848 , 0.2222 , 278.19 , 13.1111 , 1.9975 , 7.303
6.057537,-1.1946533,62805_1264_C6_2,23,Mitochondria,CARD16,ENSG00000204397,U-2 OS , 13 , 13.5624 , 6936 , 15.237 , 0 , 277.2509 , 9.5385 , 2.7337 , 12.4726
5.990194,-1.0333085,62805_1264_C6_1,23,Mitochondria,CARD16,ENSG00000204397,U-2 OS , 13 , 11.0633 , 6599.6923 , 11.6757 , 0 , 256.908 , 8.3077 , 2.4418 , 11.2608
6.12629,-1.2471229,62805_1262_C6_2,23,Mitochondria,CARD16,ENSG00000204397,SK-MEL-30 , 18 , 24.0344 , 6710.1667 , 21.7484 , 1.2222 , 253.4823 , 18.3889 , 2.1304 , 7.3686
5.8370953,-0.9930085,62805_1262_C6_1,23,Mitochondria,CARD16,ENSG00000204397,SK-MEL-30 , 29 , 22.2514 , 5747.3448 , 19.5547 , 2.931 , 211.8927 , 17.4828 , 2.1712 , 8.181
6.7463565,-1.2357872,62766_1261_G8_2,23,Mitochondria,DLAT,ENSG00000150768,CACO-2 , 26 , 7.8679 , 8543.7692 , 9.5548 , 0 , 303.3898 , 5.2692 , 3.1074 , 18.5294
6.476055,-1.01823,62766_1261_G8_1,23,Mitochondria,DLAT,ENSG00000150768,CACO-2 , 20 , 5.9588 , 7903.6 , 8.5814 , 0 , 296.5512 , 3.5 , 3.4792 , 22.9294
2.7590697,-1.1866152,62766_1194_F12_2,23,Mitochondria,DLAT,ENSG00000150768,PC-3 , 19 , 17.2952 , 6269.1579 , 20.246 , 4.6316 , 232.3635 , 12.2632 , 4.0645 , 27.6642
6.0495195,-0.3195571,63062_1163_F7_2,23,Mitochondria,SLC22A5,ENSG00000197375,SiHa , 17 , 15.7847 , 6300.4706 , 13.9193 , 0.2941 , 255.4676 , 12.8235 , 1.8807 , 8.1936
6.0161557,-1.1313537,63062_1282_G7_1,23,Mitochondria,SLC22A5,ENSG00000197375,HeLa , 10 , 24.6022 , 7056.7 , 16.0889 , 17.3 , 286.4446 , 21.4 , 1.8309 , 6.5159
5.432691,-1.0425956,63062_1282_G7_3,23,Mitochondria,SLC22A5,ENSG00000197375,HeLa , 12 , 24.779 , 7064.6667 , 17.6345 , 17 , 281.838 , 20.75 , 2.2674 , 10.0349
7.3221555,-1.5686362,63084_1193_E9_1,23,Mitochondria,GBAS,ENSG00000146729,U-2 OS , 9 , 12.5372 , 7324.2222 , 23.4782 , 0 , 290.4628 , 3.4444 , 3.517 , 17.0847
6.418277,-2.4179604,63636_1248_E7_2,23,Mitochondria,SLC25A24,ENSG00000085491,A-431 , 14 , 12.0558 , 7401.1429 , 22.2052 , 0 , 270.4558 , 3.8571 , 3.4367 , 15.6971
